Dialogue_ID	Utterance_ID	Utterance	label
971	0	y'know, me and him do stuff all the time without you and you don't get all upset.	s
939	12	why?! you two are so meant to be together, everybody thinks  so.	s
534	1	yeah! thank you so much for letting me stay here.	ans
930	10	die hard	s
841	10	it was a mistake. please don't take this to mean anything, because it doesn't.	ap
443	4	oh, hey, look, i found coffee!  okay, let's skedaddle.	c
529	7	uh, that was your sister actually.	s
370	0	really mr. geller, you don't have to do this.	o
170	11	it's okay. i suppose it could happen to anyone, not anyone i know, but... by the way i can still see it.	o
629	3	we laugh, we play.	s
160	7	i can get a quick bite to eat, but then i have to come back up here.	ans
626	0	hi, again.	g
478	3	hey!	g
448	2	i'm monica.	ans
886	5	well, so, why don't you just turn it off?	q
791	0	they made you head of the department!	s
576	2	oh, we're gonna flip for the baby?	q
231	12	yeah, but wait...	oth
736	2	i just, i had to see you one more time before you took-off.	ans
980	2	how?s it going.	q
670	1	oh god, oh.	oth
191	6	hey uh, would you two girls like to go for a drink?	q
661	7	oh, so, forget about the birds, but big red insects suggest fine dining!	s
646	10	still.	oth
638	9	well, i don't know what's in the boxes down here, but i do know there are six or seven	s
820	3	nothing, i'm just practicing blowing you off because i'm gonna be a big movie star!	ans
410	11	no, no, no... why, because it might get weird for everyone else?	q
528	4	well, y'know it's none of my business, but aren't you married?	q
145	16	you cook naked?	q
849	9	joey, you look nothing like ben.	o
504	7	yeah, you want some?	q
934	0	you've reached monica and chandler's, if you're listening to this message, we're probably screening.  yeah we are.	s
964	16	okay, i uh, i can't see you anymore.	s
1028	0	anyway, his name is allan and we've been going out for three years.	s
436	2	get out of the way jackass!	c
853	7	what?!  what the hell?!	dag
774	3	this is a safe street, this is a safe building, there's nothing	o
119	10	and y'know the other one over there, that's the stairway.	s
449	7	yeah, you still have feelings for me.	ans
155	6	i'm good except umm, you still owe me a dance.	ans
407	10	welcome back to our fall telethon. now if you've been enjoying the performance of	g
84	6	oh, wait, joshua! joshua!   yeah, well, that oughta do it.	s
730	9	geez, sounds like you should be going on this date!	o
923	1	okay, we have to talk. i'm just getting out of a very serious relationship	o
6	8	i was surprised to see a kangaroo in a world war i epic.	ans
536	3	you went to one where you were popular, and you got to ride off chip's motorcycle, and wear his letterman jacket.	s
672	12	look, y'know what, either it does or it doesn't, and if you have to even	ans
584	9	just hear me out!	s
590	17	look, i don't think so pheebs.  all right, i'll do it. but just because you're a friend.	o
445	19	is that it?	q
54	3	joey, i am scared to death about this.	s
818	4	as someone who's seen more than her fair share of bad beef, i'll tell you: that is not such a terrible thing.	o
504	8	ah, just cut me a little sliver.	ans
185	0	who's this from?	q
404	8	look, i know things have been a little tight since janine moved out.	s
936	0	do you remember where the duck food is?	q
231	6	come on rach, you don't have what, ten minutes?	q
152	4	my brother's going through that right now, he's such a mess. how did you get through it?	q
541	13	like what?	q
211	6	you don't know how that happened?! your dog thought my diaphragm was a chew toy!	s
890	2	uh no, he's not. can i take a message?	q
757	2	y'know, i don't know if you've ever looked up the term goofing around in the dictionary… well, i have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together.	s
984	4	ooh, if you take the northern route there's a man in illinois with a beard of bees.	ans
663	7	i	oth
904	6	i guess joey was right, it does nothing.	o
128	4	stating the obvious, but thank you. and it's not weird is it.	q
358	5	so what's a matter, you need a dentist? i've got a good one.	q
982	5	oh yeah! okay, let's play again.  what do you got?	q
703	0	he is so cute.  so, where did you guys grow up?	q
505	5	umm, do you know each other's hometowns?	q
795	2	we fell asleep! that is all.	s
556	3	no, i don't want to hit you.	dag
441	3	no, it's still wet.	dag
726	4	oh my god! you do a great chandler!	o
207	16	well, i was having a conversation.	ans
996	7	i can't ask people to do that? would you ask people to do that?	q
699	4	is that true miss?	q
199	0	rachel, we're sorry for pushing those guys on you.	ap
941	11	things that move me. the, the shadow of a tree, a child laughing, or this lip.	ans
423	0	now, mom, everything's going fine, really.	s
917	2	i found this place that makes the greatest mozzarella sticks and jalepino poppers .	s
222	9	how about we all go out to dinner tomorrow night?	q
99	17	chandler!	oth
956	14	danny! hurry up! the bath is getting cold!	s
867	2	uh-oh.	oth
673	0	you got married again.	q
572	0	well they have uh, some unusual pet names for each other.	s
841	19	so did heldi show you the place?	q
918	0	drum roll.	oth
766	3	i am not a pushover!	o
306	3	oh god, ross i am so sorry.	ap
17	8	i'll get it! i will get that!	s
195	5	um, coffee to go, please.	s
292	0	i work in a cubicle surrounded by people.	s
817	2	no!	dag
354	3	all right, bye-bye.	g
39	0	happy?! is that what i'm supposed to be vic? happy?	q
659	11	these people'll scooch down.	s
788	3	y'know so umm, he's closed the drapes there so he can have a nice, pleasant conversation with your little sister.	o
123	2	okay?	oth
47	15	oh, yeah. he's got that great baby smell. get a whiff of his head.	o
864	3	well, thanks a lot for hookin' me up rach. i want you to know that i want you to attend our wedding as my guest.	o
542	8	oh my.	oth
1029	0	really? like how?	q
21	8	my grandmother has this new boyfriend, and they're both kind of insecure in bed.	ans
415	10	oh, i'm sorry. i forgot you had that whole rachel thing.	ap
1012	10	go little boy, go!	c
922	0	hey!	g
312	9	noo!	ans
828	12	well, you know, no suds, no save.	o
697	4	good. i'm really looking forward to you and me having sexual intercourse.	s
836	3	also an island.	a
615	15	well, i-i could live without it.	ans
241	13	why would you ruin it, who was that hurtin'?	q
15	7	anyway i just, uh, i think it's for the best.	o
54	18	we're gonna be all right. i mean, even if we're not married this baby is gonna be so loved. not just by us.	o
789	9	aww, like i could hurt you. are you making fun of my size? don't make fun of me because of my size!	dag
612	8	i went to the coffeehouse!	s
606	8	chandler.	g
213	2	you know the song! sing along!	s
464	20	all you had to do was buy the card!	s
525	5	so, whaddya think george is like?	q
794	6	now just tell emily that i love her and that i can't imagine spending my life with anyone else.	o
214	10	yeah.	b
320	8	when you were talking about roger, that was killing me!	ans
737	4	sorry, i just…can't sleep.	ap
26	7	yeah!	b
526	8	yeah, for you. is that the list?	q
712	4	oh really? that'd be great! you guys can be the contestants!	ans
767	1	that does not sound stupid to me.	o
476	4	i tried to reach you at work. there's....been a fire.	s
796	5	but only because i was up all night worried about this  meeting, ain't that funny?	ans
739	1	look, you and i have been given a gift.	s
614	16	we could be like the patch sisters!	o
978	8	my god, what were you thinking about?	q
354	12	how did this happen?	q
431	2	yeah?	b
143	4	when they're hungry enough, they'll come in.	ans
317	0	joseph francis tribbiani are you home yet?!!	q
238	5	all right, here we go.	ag
32	13	guys?	oth
904	3	i've had seven pretty serious shocks.	s
902	6	now all you have to do is just get through a little bit more, okay?	o
866	9	well then we'll get wet.	o
241	12	that's not what we're gonna do!	dag
430	2	okay, stop-stop! phoebe?!	c
234	11	oh, you really want to talk about getting people to like you huh, funny man?	q
41	6	no, it's only been six years.	ans
986	11	no. joey, she	ans
655	6	wow!	oth
256	12	get out!!	c
648	6	maybe on some level.	ans
29	6	chandler, we have talked about this.	s
221	0	your parents'?	q
123	6	i can't believe you put that on my alumni page!	s
913	9	i'm intrigued.	s
138	2	wow, that feels so good to get off my chest!	o
114	1	it says here that there's a place you can go to rent videos of all the museums!	s
844	13	yeah, you hang in there teddy!	s
724	5	waaay too special.	ans
583	3	hey, this is hollow.	ans
584	5	i brought something that i want to give you, assuming of course that you want it.	a
274	12	of course!!	ans
639	7	what do you see?	q
964	8	no!	s
574	17	i know, it's great!	ag
225	1	hi! sorry i'm late. were you sleeping?	q
561	13	oh!	b
523	5	so what's it gonna be?	q
659	0	so, um, what do you do for a living?	q
1009	7	no, no, that's not what we ordered... we ordered a fat-free crust with extra cheese.	s
481	5	ok, off the top of my head... don and janet.	ans
288	16	oh so-so not really never.	s
572	20	don't you talk to my husband like that you stupid bastard!	s
959	9	okay, i'll be up in,  18 pages. front and back. very exciting.	ag
108	3	yeah? the work problem?	b
479	4	yeah, he-he-he calls me up and asks me if he can edit my new movie.	s
418	16	are all the questions this personal?	q
907	3	no but you shouldn't! don't ever do that again.	dag
150	2	you think you can knock up my daughter and then not marry her?! i'm gonna kill you!!	s
977	12	huh.	oth
895	7	if that happens at another building that i manage, people are gonna start asking questions.	s
237	0	so! i'm just an empty vase, huh?	q
43	6	no. nothing.	ans
901	1	i'd really prefer a mountain bike.	s
180	13	what?!	q
509	5	well then we'd be in a lot of trouble, you don't know where any countries are.	ans
18	7	what?	q
806	3	oh hey! you got my parent's gift!	s
654	7	so, are we going in there?	q
1018	16	what happened to you two?	q
871	9	but, all right, i don't—maybe i'll just name him the hulk.	o
977	5	you are totally jealous.	o
230	1	i'm really glad we came.  you're so pretty. i love you.	o
571	11	and yet, we're still poking him.	s
515	0	hey guys.	g
202	2	well, let's just say that krog will be fully equipped to destroy the universe again in twelve to fourteen hours.	ans
972	2	thank god.	oth
99	15	so, are you ready to go?	q
4	3	ah y'know, this building is on my paper route so i...	s
185	1	oh, that's ross's.	ans
113	4	we we had our first fight this morning.	s
317	9	so what?! that doesn't give you the right to ditch me!	o
796	18	that's a picture of your daughter, isn't it,  well she's lovely.	s
51	1	hi. look um, about what happened earlier...	s
199	5	i wanna say a disease.	ans
1012	2	umm, i'm actually a first year resident, but i get that a lot, you see, i-i graduated early	ans
822	2	okay, um, oh, the zoo commercial.	s
819	5	secret? married people aren't supposed to have secrets between one another. we have too much love and respect for one another.	o
58	2	that sounds great!	ag
384	0	oh hello.	g
660	5	it was embarrassing, kids made fun of me.	s
844	3	i will sit with you dr. geller.	s
362	0	oh that's five ross. five women have had five babies! and i have had no babies! why doesn't she want to come out?	q
93	0	all right, there's a nuclear holocaust, i'm the last man on earth. would you go out with me?	q
418	10	can't you figure that out based on my date of birth?	q
375	1	okay, well then how about a handshake?	q
865	3	used to work with her. used to! i'm a relative and i didn't get invited! a	s
910	2	we won!! thank you! yes!	oth
15	17	please!	oth
508	5	uh-oh.	b
572	9	honey i swear! i wasn't looking at her!	dag
749	3	okay, ah umm, ah, a 8. ah, a 6?	ans
349	5	i'd love to!	ag
424	2	you know that girl i told you about who lives up in poughkeepsie?	ans
314	4	no! i'm so happy for them!	s
1016	3	y'know i don't, i don't need them, huh, i've got you guys now as friends, you and susan.	s
473	1	i already fed her.	s
733	8	okay.  you uh, you wanna hear something weird?	q
270	2	oh great! what, you brought joey?	q
558	6	you told this guy that i was looking for a fling?! you don't tell the guy that!	s
843	5	my parents spent the money for our wedding!	s
514	6	you don't seem to understand. see, i was dr. drake remoray.	o
602	5	huh. that's nice.	oth
505	0	phoebe, oh my god! wh-wh-what are you doing here?	q
183	1	phoebe!	g
357	3	what? mine aren't tinted.	q
772	12	hi, joey!	g
258	6	fine! maybe i will too!	o
491	2	you had a rough day, huh.. c'mere.	c
1012	1	hi! and you're going into what grade?	q
898	4	what, are you crazy? when a blind man gets his sight back, does he walk around like this?	q
295	2	a date?!	q
719	4	i bet it's fast.	o
616	0	awww! mel torme died.	oth
405	1	i can't take it anymore.	s
516	3	my boots in tan! hey! can you get a little closer so i can see the price?	q
440	11	eww!	b
322	0	oh my god stu! i-i can't believe you did this! now are you absolutely sure she's a hooker?	q
560	7	here we go! here we go! here we go!  how you doin'?	q
744	8	...oh god.	s
623	16	so you might say, the ring is irreplaceable?	q
666	9	we'll be right there!  can't you just say it starts later?	q
365	7	ok, alright, ok, um... then could you please, uh... just give him a message for me? please? this is	ag
158	2	wanna peek?	q
187	0	well that was depressing, i think i just bought a soft pretzel from one of the kids from	o
892	10	remember that guy that gave me a bad review? well…  i'm getting my revenge!	ans
810	9	oh please!  did you hear that? little drops of heaven.	s
578	7	he told me in person.	s
225	6	you're a genius, ross.	o
312	19	well! good night.  i'm going upstairs.	g
1036	10	a week?	s
441	4	let me get it out before it sets.	s
596	17	that was the only way i could get him to	ans
200	0	hey! so uh, was he excited about the tickets?	q
883	0	i don't think i should say.	ans
925	6	nothing at all.	oth
1000	2	actually, i think this apartment sullies the good name of crap	ans
1014	1	you don't-you don't want to hear about my dream officer…pretty?	q
450	3	gimme this.	c
46	4	all right, cut, let's pick again, pick again.	o
553	4	they've been taping those people up there all day.	s
935	12	comin' out. place your bet.  dice are out.  double or nothin'! pay the front line!	s
871	8	well, i, i like the idea of naming him after someone i love, and joey and chandler are great names.	ans
777	11	oh, she does want to.	ag
876	1	joey. joey. joey. joey! joey!!	oth
840	1	hi pheebs!	g
1026	11	oh, y'know i-i can't hear that enough.	s
41	1	hey ma. listen, i made the appointment with dr. bazida, and... excuse me?  did you know this isn't ma?	q
1038	16	yeah.	ans
78	2	no rachel! they got here first!	s
136	4	let me start by uh, by introducing myself, i am professor geller.	s
830	5	varrrrrrrrroom.	oth
964	13	oh, okay, so i'm sorry, what-what were you-what did you want to tell me?	q
95	12	what?	q
722	0	i know it doesn't make much sense	o
690	3	i'm so glad you liked it.	s
253	1	really helped speed the process along!	o
211	10	anyway, we're really excited about our wedding plans, and well i guess pretty soon we'll be making a big withdrawal from the monica wedding fund.	s
25	4	: yeah.	oth
775	10	no way!	dag
496	13	oh good, oh joey and chandler are back.	s
285	8	okay sweetie, you can do it. just open up and put it in your  mouth.	c
1027	2	umm, well, umm grandma died.	s
1035	0	what about me?! you-you just said i could!	s
740	7	dad, dad i don't want to hear about it.	s
482	16	oh!	b
28	6	you're welcome.  i'm sorry. did i hurt you?	q
278	0	ha!	s
211	9	what?! they wanted a scary story!	s
674	6	bad things happen to me anyway.	s
818	7	well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..	o
887	12	maybe we could attack them together?	q
68	2	lose the robe.	oth
976	1	ok.	ag
123	1	that only is not funny, it's physically impossible!	o
19	1	hey!	g
51	3	i was gonna give you a chance to apologise to me.	s
370	3	oh no! an asteroid!	s
557	0	well, the delivery went out to you and i realized they forgot this.	s
482	5	how do you know?	q
273	13	hey! so chandler, wanna go to the coffeehouse?	q
1023	1	do you want some shortbread? eh that's scottish like you are.	q
314	12	wh—no, but y'know who did stop in here looking for ya, tennille.	ans
374	1	oh you've got to be kidding me.	dag
36	5	total wuss!	oth
179	4	taurus?	q
206	13	i don't care. i am trying to get a person out of my body here, and you're not making it any easier.	s
1038	11	when i first moved to the city, i went out a couple of times with this girl, really hot, great kisser, but she had the biggest adam's apple.	o
720	6	no-no, no! we have to move the table into my room, yeah! 'cause of all the boxes. come on!	dag
206	9	all right, that's it. i want both of you out.	o
505	11	nothing..why?	q
50	11	here you go!	s
504	6	whoa—hey—wh-wh-what do you got there? what is that? pie?	q
354	8	oh, chandler, now, now, that's it. there, faster!	s
676	8	ohh! lucky me! oh my god! that	oth
460	3	no-no, it'll be fun! we can come back and we can haunt these guys!	s
81	4	you'd better act surprised.	o
305	10	maybe. does that scare ya?	q
204	0	so c'mon, you guys, tell me all the dirt!	s
20	10	didn't you sleep together?	q
744	7	well yeah!	ans
900	12	not him, you don't!	s
219	5	yeah that's the same.	o
207	7	he says he was too.	s
808	2	there is going to be a wedding, you are going to throw the bouquet, and	s
949	1	well, i've brought some books. we could read.	s
24	2	you guys would never want to go to a lecture with me.	s
615	18	oh,   you do, do you ?	q
561	7	close? she's got her tongue in his ear.	s
976	6	her name is stephanie... something.	s
597	7	oh that makes me feel so warm in my hollow tin chest.	s
866	4	and the musicians, look, they can go over here , okay? and the chairs can face this way , and…  you go.	o
524	12	well we have to make room for the fresh ones.	s
404	1	what? no, i want to watch this. . did your cable go out?	q
851	0	oh okay. but y'know what? be careful. because a guy who was helping me before had to leave because he hurt his back.	o
151	3	wow! this is so amazing. i uh, i really thought i'd have to talk you into this more.	o
785	1	what about my children drake?! huh!?  no!! no!! no! god!	q
844	6	division, between people in white coats and people in blue blazers, and i ask myself,  my god why?!	q
607	11	well, it's not that big ..well, that's true,.. gee, y'know, no-one no-one's ever put it like that before.	s
466	7	fun? where was the fun? tell me specifically, which part was the fun part? where's my puck?	q
884	9	wait! you're going out with kathy!	q
946	1	why?	q
260	2	what?!	q
665	16	no, i'm sorry.	ap
653	3	thank you helen, that'll be all.	a
649	15	oh, a subscription to	oth
414	3	what are you guys doing up?	q
508	20	come on!!!!	c
8	0	yes, and it is my dying wish to have that ring.	o
740	8	really?	q
900	7	your eyes are very pretty.	o
64	6	phoebe, we're getting	s
935	11	anybody lose this?	q
531	10	all right, look i was just trying to make a good first impression.	s
103	4	i studied for a year in barcelona.	s
272	0	how could you pick up a hitchhiker?! he could be a rape—, a rapist or a killer or something!	q
900	6	here.	s
476	10	no phoebe, don't look! you don't want to see what's under there!!	ans
165	6	oh, i don't know.	s
12	5	nothing!	ans
964	5	what?	q
900	15	oy!	b
398	11	oh he's like a...	s
420	3	but y'know umm, rachel doesn't rhyme with draddle.	dag
632	15	yeah, i mean whatever.	ans
24	3	pa-haa!! i would love to go with you.	o
279	14	so you're strong enough to face her on your own?	q
687	0	hi. tag, i have a conference call today is that correct?	q
248	7	chandler! phoebe's hogging the game!	s
692	0	i've no idea, could be. listen, i'm sorry i had to work tonight.	dag
398	3	no...	ans
667	3	ohh, great, i have condom in my wallet i've had since i was twelve.	s
980	7	all right, look, look, you?ve got to do this yourself, okay in person.	c
232	8	uh, uh.	b
49	7	what people think or how you feel, huh?	q
466	2	really?	q
476	6	well, we believe it originated here.  in the aroma room.	ans
793	3	little toast here, ding ding.	s
318	1	no.	ans
805	7	thank you.	g
55	13	you are!	oth
707	7	a canadian coin?	q
873	3	i	oth
953	17	better think of a new name for him.	s
499	12	who?	q
632	8	it's… it is bigger than  mine!	s
979	5	well actually, ross doesn't.	s
689	1	yes.	ans
840	15	paolo made a pass at me.	s
180	9	not just janice, janice in labor, contracting and everything.	s
892	9	what is it?	q
475	5	they have a game room downstairs! ping pong and stuff.	ans
1032	1	umm. well, there's rachel, and umm, i think that's it. how bout you?	q
733	5	pheebs?	q
448	9	oh my god, i can't find a boyfriend!	s
483	7	just like you told her you did!  ... just pointing out the irony.	s
674	7	this way i can break 'em up with a movie.	s
324	6	and then ross and rachel kiss, and now ross has to choose between rachel and the bald girl and i don't know what happened there either...	s
272	3	no!	ans
516	4	i can see it from right here. it'll cost you one husband.	ans
629	14	see ya then.	oth
285	13	do you think my nipples are  too big for her mouth?	q
250	5	hi.	g
590	11	no it's… uh, my ex-wife whitney is out there. i cannot deal with her right now. that woman is crazy!	s
305	6	hi guys. i haven't seen you since this morning.	s
700	1	hey!	g
447	2	and then, and then, you turn to me and say,  nah, let's just hang out at your place.  well, that was a nice move dumb ass.	s
836	0	hey ross, is uh, is staten island really an island?	q
963	4	y'know, she'd say no, but here we are!	s
240	4	alright, i'm gonna go pick up a few things for the trip.	s
176	8	let's see, 1939... yeah, 24, 25?	ans
720	8	bye-bye little puppet joey hand?	g
589	1	oh my god! so was she! oh, i've got-i've got goose bumps.	oth
331	7	well, y'know, a little of this, a little of that. got myself a date tomorrow night.	ans
964	10	this-this happened when my grandfather died.	s
524	14	well, they go into the chipper.	ans
559	3	instead of...?	q
1009	2	thank god. food.	g
129	13	no. you?	ans
875	3	half a tank? we still got a lot of high-speed chasing to do!	oth
179	16	yeah!	ans
350	4	anyway, i should go, one of the lifeguards was just about to dismantle a nuclear device.	s
887	3	what?!	q
41	5	since then?!	q
1019	1	i'm sorry.	ap
207	13	i'm also thinking about opening up my own restaurant.	ans
1019	2	but not that sorry, 'cause you don't have to live with it.	s
336	1	i spelled out boobies.	ans
913	4	you wanna play?	q
147	6	so what're you saying here? i should shave again, pick up some wine, what?	q
942	5	are we really in montreal?!	q
360	4	yeah, i mean, it would be rude to them  for us to leave now.	o
445	11	i don't believe this!!	s
293	6	that's not a bad idea.	ag
820	0	oh hey! how was your audition?	q
625	18	i was thinking more like a hundred.	ans
255	5	i wasn't thinking. i was too busy fallin'...	ans
122	11	well, i mean, are you sure you want to go out with her?	q
617	4	kind of what 'probably' really means.	s
874	0	what kind of problem?	q
657	15	ooh, is that spelled with a 'c' or a 'k'? oh my god! it doesn't matter; they're both great!	s
273	1	i can't figure this out!	s
658	16	oh, no-no-no-no. last time i left a spontaneous message i ended up using the phrase  yes indeedy-o.	ans
571	5	steady.	s
184	19	and last year is that why you sent us to that medieval times    restaurant?	q
183	11	i, i remember when you were just, like, king friday in mr. roger's ice is nice.	o
504	10	little bigger.	s
639	6	ok, that's it, ben.	oth
986	15	now, enough of us know that we can just tell them that we know!	s
459	4	almost! but first, we gotta start.	ans
342	3	it's possible, they have really sharp edges.	s
977	0	ahh, no.	ans
39	17	it doesn't say that in the script.	s
562	1	yep, we wanna get married!	ag
317	14	okay, i can't just be a way to kill time 'til you meet someone better!	s
450	2	y'know when girls sleep with guys with weird things on their body, they tell their friends about it.	s
455	13	yeah, that'd be great. i'd love it.	ans
1028	1	he was my first client when i became a party planner.	a
1025	14	ross, if you don't tell them, then i will!	s
138	13	what?!	q
263	0	oh my god! that guy at the counter is totally checking you out!	s
834	0	oh, i want to look too! . yikes!	s
777	9	y'know what? i don't, i don't think phoebe really wants to come.	o
293	11	yeah, you wish.	oth
960	1	well, you said that we except the	s
288	18	i mean after all we've been through, i just—y'know i wish i had a brother to reciprocate.	o
286	3	well, i have an appointment to see dr. robert pillman, career counselor a-gogo.  i added the  a-gogo.	ans
486	6	okay, it's not a check. they're saying your health insurance expired because, you didn't work enough last year.	s
222	18	that's because he wasn't invited because of the way he behaved at our engagement party.	o
238	3	you guys push it forward so ross can drive out of his spot.	o
314	2	ohh… i mean two best friends falling in love, how often does that happen?	q
1015	8	petrie.	ans
972	7	we're probably too old to do that now.	s
861	15	oh, you know what i loved?	q
99	3	oh boy, me too!	ag
673	17	and we'll need you and rachel to testify before a judge.	s
496	6	ugh, okay, well somebody will come and save us.	s
869	11	and before you know it, she's with him.	o
11	6	all right, let's go! bye, pheebs!	g
821	11	y'know how before you said it might be weird, the whole student teacher thing, and to be frank i thought it would be too, but it's not.	o
498	2	okay, we'll-we'll gaze into our future and we'll think about our marriage and the days to come.	ag
358	13	and all these people actually died?	q
636	3	all i really needed was a plan.	s
146	10	i can't.	ans
844	12	all right, there you go!	s
862	0	maybe.	oth
264	15	but you-you-you could write that umm, your love lets me orbit the moon twice and return safely.	s
336	12	so, how many have you sold so far?	q
902	3	how are you feeling?	q
532	5	allright, fine, i only have one thought! it's about the hot nanny,    i gotta see her!	ans
164	2	you did! oh.... i always figured you just thought i was monica's geeky older brother.	o
158	1	it can't be me, i'm standing right here.	o
464	4	stick to the list. always stick to the list.	c
464	15	no-no-no-no! that was the joke!	dag
749	6	thank you!	s
923	7	no! no! not, paris.	ans
813	0	i know that there's no hole there, i just really liked that picture.	o
145	17	yeah, toast, oatmeal... nothing that spatters.	ans
661	5	you pick one.	s
261	8	all right, stop it. now you're just doing it to freak me out.	c
13	3	so much more.	ag
973	0	relax every muscle in your body.	c
809	13	okay, here we go. ready?	q
112	1	okay, well ross, what is this really about?	q
89	5	handling it?	q
587	3	yes.	ag
12	6	well, i-i got this blinding pain in my stomach when i was lifting weights before, then i uh passed out and uh, haven't been able to stand up since.	s
285	6	it's all right honey, it takes some babies a while to get it,  but don't worry. it'll happen.	ans
689	11	good! 'cause i've got a product report to read, it's like eight pages, i hope i don't fall asleep.	s
55	0	i had a really nice time tonight.	s
404	12	yeah, but, look i can handle it.	s
960	3	but i stand by my review, i know food and that wasn't it.	s
64	8	i call it!!	s
439	3	oh, this will be so much fun!	o
252	3	yes.	ag
307	12	then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in…  i've been watching too much porn.	o
990	12	no.	ans
64	3	with what?	q
182	1	i just saw danny getting on the subway with a girl and he had his arm around her.	ans
924	4	no not you, dr. drake remoray. you can ask him questions and see what's he like. people tell doctors everything.	o
568	0	there's twelve bucks i'll never see again!	s
207	19	that would be great. thank you.	ans
979	1	dude!	g
655	2	i can't date you or have a hot plate in my office.	s
560	4	yep! and lot's of it!	s
657	3	i'm just kidding. i'm getting married july 25	s
208	9	yep.  i'm gonna wear these on our date tonight.	ag
135	8	he wants to talk to you again.	s
358	18	well tell that to them. oh! you can't, their dead.	s
21	13	thanks.	g
645	14	hey! why are you all red and sweaty?	q
926	15	hey man, you feeling any better?	q
657	18	this place is so overpriced.	s
637	5	why am i not surprised?	q
977	13	well, there's a kiss that he won't forget for a couple of hours, y'know.	o
722	7	really?!	q
997	4	hi, this is heldi from the morgan chase museum. i'm calling for monica geller.	s
551	6	okay, i'll be out in a second.	s
4	8	oh well, the woman i interviewed with was pretty tough, but y'know thank god mark coached me, because once i started talking about the fall line, she got all happy and wouldn't shut up.	s
374	13	we don't have to get free stuff.	s
675	5	you're welcome.	a
930	0	hey! ross!	g
168	4	thank you.	g
212	1	did that!	s
64	10	guys thank you very much but neither of you is marrying us.	s
767	7	it's, uh, it's a song.	s
527	3	yeah, i couldn't be mad at him for too long.	ag
990	18	thanks, chandler.	a
274	9	i go to bed last night, everything's cool!	s
15	18	aren't we a little old for this?	o
881	0	but i'm not gay. and i especially wouldn't want you to think i was gay.	ans
792	12	but what choice did i have. he was keeping my sister    in a	s
379	2	yep. yep, that's what i didn't want to know.	s
334	4	hey.	g
606	11	so, are you one of the ones who fooled around with my dad?	q
629	9	hello?	g
561	3	oh my god.	oth
526	4	no, no, no, it's flattery.	dag
874	8	oh, you think i should give up the bag!	s
975	3	hey, c'mon, cut it out.	c
966	5	okay, cause when-when he said,  i can't wait to hear your first words,  i thought,  there's a trick.	o
840	12	all right, well, you're right, these are the best oatmeal cookies i've ever had.	o
6	11	they didn't take any of my suggestions!	s
787	0	hey joey, i got some beer for you.	s
960	9	hand me those tomatoes, i'm gonna show you what it should taste like! come on, hand me them.	s
275	11	yes! yes! yes, you do want to know! this is unbelievable!	dag
430	7	well then you'd better hurry! the angelica! go! go!	c
684	2	so apparently we just don't pay for food anymore.  do you see what i see?	q
756	5	it's hard this whole platonic thing.	s
853	1	oh, hello liar.	s
344	9	how  you  a-doin'?	q
31	3	so umm, now do you have any of matt lauer's clothes here? maybe? just ones that haven't been cleaned yet?	q
359	1	ross.	g
674	1	but hey, thanks for teachin' us cross-eyed mary. you guys, we gotta play that at our regular game.	s
626	13	what do you mean?	q
95	14	okay, you're coming with me, and i also told them that if we're still here when they get off that we'll go down to the cafeteria and have some	s
192	0	well, the old lady died.	s
477	9	pheebs, i think she's great. okay? we're going out again.	o
374	4	no!! you have been screwing us all day!	dag
444	6	yeah, they're not so bad.	ag
775	2	whoooaa!	b
106	2	uh well umm…we're just not in that place, y'know? but we're very excited about this.	ans
97	3	that almost hit me in the face.	s
181	1	y'know, y'know i'm lookin' and i don't think anyone's home here.	o
27	1	okay, all right, all right, all right! okay!  okay, here's something, here's something blue and new.	ag
584	8	mom no, come on! thank you.	c
94	13	done!	ag
664	3	oh come on, we just had this huge fight, all right, don't i have to wait a while?	q
164	0	you know you probably didn't know this, but back in high school, i had a, um, major crush on you.	s
506	5	i can't, you're a totally different person to me now.	dag
248	4	i just knocked off all of your top scores, how sad.	o
926	7	y'know, i really have to tell rachel, but i… we just have to get it over with!	s
888	19	the red ross! okay.	oth
991	12	i-i-i'm sorry, your-your mouth was full, i didn't hear what you said. umm, hats off to who now?	q
187	7	oh, that must be it.	ag
77	3	oh no, baby girl geller-green.	dag
93	2	i've got canned goods.	s
358	11	phoebe, what? umm...what?!	q
334	7	i'll talk to you tomorrow.	s
111	9	yeah! once.	ans
808	7	i love you!	o
362	6	actually, i think you're ready to go to the delivery room.	o
628	13	great! thanks.	a
713	0	oh. okay, just breathe.	oth
130	2	yeah, sure. umm…here.	ans
545	6	the most unbelievable thing has happened. underdog has just gotten away.	s
248	3	oh, would you look at that monica?	q
250	1	look at this!	c
538	6	oh, you like it? you wanna know where i got it?	q
79	7	all right, don't waste it, i mean its still food.	o
206	8	no, you don't.	dag
625	19	okay. can i borrow 94 dollars?	q
273	8	well, it's because i trust you, you're one of my best friends, and you walked in on me when i was looking at ring brochures.	o
977	2	are you jealous?	q
670	2	great, monica, y'know what, you could've called, i have been up here, i've been worried...	s
